P00805, ['L-asparaginase 2', 'L-asparaginase II', 'L-ASNase II', 'L-asparagine amidohydrolase II', 'Colaspase'],,,,,,,,,,
P00811, ['Beta-lactamase', 'Cephalosporinase'],,,,,,,,,,,,,
P00861, ['Diaminopimelate decarboxylase', 'DAP decarboxylase', 'DAPDC'],,,,,,,,,,,,
P00864, ['Phosphoenolpyruvate carboxylase', 'PEPC', 'PEPCase'],,,,,,,,,,,,
P00893, ['Acetolactate synthase isozyme 3 large subunit', 'AHAS-III', 'ALS-III', 'Acetohydroxy-acid synthase III large subunit'],,,,,,,,,,,
P00894, ['Acetolactate synthase isozyme 3 small subunit', 'ALS-III', 'Acetohydroxy-acid synthase III small subunit', 'AHAS-III'],,,,,,,,,,,
P00903, ['Aminodeoxychorismate synthase component 2', 'ADC synthase', 'ADCS', '4-amino-4-deoxychorismate synthase component 2', 'Aminodeoxychorismate synthase, glutamine amidotransferase component'],,,,,,,,,
P00904, ['Bifunctional protein TrpGD [Includes: Anthranilate synthase component 2', 'AS', 'ASII', 'Anthranilate synthase, glutamine amidotransferase component); Anthranilate phosphoribosyltransferase ]'],,,,,,,,,,
P00914, ['Deoxyribodipyrimidine photo-lyase', 'DNA photolyase', 'Photoreactivating enzyme'],,,,,,,,,,,,
P00926, ['D-serine dehydratase', 'D-serine deaminase', 'DSD'],,,,,,,,,,,,
P00935, ['Cystathionine gamma-synthase', 'CGS', 'O-succinylhomoserine (thiol)-lyase'],,,,,,,,,,,,
P00936, ['Adenylate cyclase', 'ATP pyrophosphate-lyase', 'Adenylyl cyclase'],,,,,,,,,,,,
P00946, ['Mannose-6-phosphate isomerase', 'Phosphohexomutase', 'Phosphomannose isomerase', 'PMI'],,,,,,,,,,,
P00956, ['Isoleucine--tRNA ligase', 'Isoleucyl-tRNA synthetase', 'IleRS'],,,,,,,,,,,,
P00957, ['Alanine--tRNA ligase', 'Alanyl-tRNA synthetase', 'AlaRS'],,,,,,,,,,,,
P00959, ['Methionine--tRNA ligase', 'Methionyl-tRNA synthetase', 'MetRS'],,,,,,,,,,,,
P00962, ['Glutamine--tRNA ligase', 'Glutaminyl-tRNA synthetase', 'GlnRS'],,,,,,,,,,,,
P00963, ['Aspartate--ammonia ligase', 'Asparagine synthetase A'],,,,,,,,,,,,,
P00968, ['Carbamoyl-phosphate synthase large chain', 'Carbamoyl-phosphate synthetase ammonia chain'],,,,,,,,,,,,,
P02358, ['Small ribosomal subunit protein bS6', '30S ribosomal protein S6) [Cleaved into: Small ribosomal subunit protein bS6, fully modified isoform; Small ribosomal subunit protein bS6, non-modified isoform]'],,,,,,,,,,,
P02359, ['Small ribosomal subunit protein uS7', '30S ribosomal protein S7'],,,,,,,,,,,,,
P02916, ['Maltose/maltodextrin transport system permease protein MalF'],,,,,,,,,,,,,,
P02918, ['Penicillin-binding protein 1A', 'PBP-1a', 'PBP1a) [Includes: Penicillin-insensitive transglycosylase  (Peptidoglycan TGase); Penicillin-sensitive transpeptidase  (DD-transpeptidase)]'],,,,,,,,,,,,
P02919, ['Penicillin-binding protein 1B', 'PBP-1b', 'PBP1b', 'Murein polymerase) [Includes: Penicillin-insensitive transglycosylase  (Peptidoglycan TGase', 'Peptidoglycan glycosyltransferase); Penicillin-sensitive transpeptidase  (DD-transpeptidase)]'],,,,,,,,,,
P02920, ['Lactose permease', 'Lactose-proton symport'],,,,,,,,,,,,,
P02921, ['Melibiose permease', 'Melibiose carrier', 'Melibiose transporter', 'Melibiose/cation symporter', 'Na+ (Li+)/melibiose symporter', 'Thiomethylgalactoside permease II'],,,,,,,,,
P02925, ['Ribose import binding protein RbsB'],,,,,,,,,,,,,,
P02929, ['Protein TonB'],,,,,,,,,,,,,,
P02930, ['Outer membrane protein TolC', 'Multidrug efflux pump subunit TolC', 'Outer membrane factor TolC'],,,,,,,,,,,,
P02931, ['Outer membrane porin F', 'Outer membrane protein 1A', 'Outer membrane protein B', 'Outer membrane protein F', 'Outer membrane protein IA', 'Porin OmpF'],,,,,,,,,
P02942, ['Methyl-accepting chemotaxis protein I', 'MCP-I', 'Serine chemoreceptor protein'],,,,,,,,,,,,
P02943, ['Maltoporin', 'Maltose outer membrane channel', 'Maltose-inducible porin', 'Phage lambda receptor protein'],,,,,,,,,,,
P03004, ['Chromosomal replication initiator protein DnaA'],,,,,,,,,,,,,,
P03007, ['DNA polymerase III subunit epsilon'],,,,,,,,,,,,,,
P03018, ['DNA helicase II'," ""DNA 3'-5' helicase II""]",,,,,,,,,,,,,
P03023, ['Lactose operon repressor'],,,,,,,,,,,,,,
P03819, ['Glutathione-regulated potassium-efflux system protein KefC', 'K(+)/H(+) antiporter'],,,,,,,,,,,,,
P03959, ['Potassium-transporting ATPase potassium-binding subunit', 'ATP phosphohydrolase [potassium-transporting] A chain', 'Potassium-binding and translocating subunit A', 'Potassium-translocating ATPase A chain'],,,,,,,,,,,
P03960, ['Potassium-transporting ATPase ATP-binding subunit', 'ATP phosphohydrolase [potassium-transporting] B chain', 'Potassium-binding and translocating subunit B', 'Potassium-translocating ATPase B chain'],,,,,,,,,,,
P03961, ['Potassium-transporting ATPase KdpC subunit', 'ATP phosphohydrolase [potassium-transporting] C chain', 'Potassium-binding and translocating subunit C', 'Potassium-translocating ATPase C chain'],,,,,,,,,,,
P04036, ['4-hydroxy-tetrahydrodipicolinate reductase', 'HTPA reductase'],,,,,,,,,,,,,
P04079, ['GMP synthase [glutamine-hydrolyzing]', 'GMP synthetase', 'GMPS', 'Glutamine amidotransferase'],,,,,,,,,,,
P04152, ['Protein UmuC', 'DNA polymerase V', 'Pol V'],,,,,,,,,,,,
P04391, ['Ornithine carbamoyltransferase subunit I', 'OTCase-1'],,,,,,,,,,,,,
P04395, ['DNA-3-methyladenine glycosylase 2', '3-methyladenine-DNA glycosylase II, inducible', 'TAG II', 'DNA-3-methyladenine glycosidase II', 'DNA-3-methyladenine glycosylase II'],,,,,,,,,
P04425, ['Glutathione synthetase', 'GSH synthetase', 'GSH-S', 'GSHase', 'Glutathione synthase'],,,,,,,,,,
P04693, ['Aromatic-amino-acid aminotransferase', 'ARAT', 'AROAT', 'Beta-methylphenylalanine transaminase'],,,,,,,,,,,
P04805, ['Glutamate--tRNA ligase', 'Glutamyl-tRNA synthetase', 'GluRS'],,,,,,,,,,,,
P04825, ['Aminopeptidase N', 'Alpha-aminoacylpeptide hydrolase'],,,,,,,,,,,,,
P04968, ['L-threonine dehydratase biosynthetic IlvA', 'Threonine deaminase'],,,,,,,,,,,,,
P04982, ['D-ribose pyranase'],,,,,,,,,,,,,,
P04983, ['Ribose import ATP-binding protein RbsA'],,,,,,,,,,,,,,
P04993, ['RecBCD enzyme subunit RecD', 'Exodeoxyribonuclease V 67 kDa polypeptide', 'Exodeoxyribonuclease V alpha chain', 'Exonuclease V subunit RecD', 'ExoV subunit RecD', 'Helicase/nuclease RecBCD subunit RecD'],,,,,,,,,
P04994, ['Exodeoxyribonuclease 7 large subunit', 'Exodeoxyribonuclease VII large subunit', 'ExoVII large subunit', 'Exonuclease VII large subunit'],,,,,,,,,,,
P04995, ['Exodeoxyribonuclease I', 'ExoI', 'Exonuclease I', 'DNA deoxyribophosphodiesterase', 'dRPase'],,,,,,,,,,
P05020, ['Dihydroorotase', 'DHOase'],,,,,,,,,,,,,
P05041, ['Aminodeoxychorismate synthase component 1', 'ADC synthase', 'ADCS', '4-amino-4-deoxychorismate synthase component 1'],,,,,,,,,,,
P05042, ['Fumarate hydratase class II', 'Fumarase C', 'Aerobic fumarase', 'Iron-independent fumarase'],,,,,,,,,,,
P05050, ['Alpha-ketoglutarate-dependent dioxygenase AlkB', 'Alkylated DNA repair protein AlkB', 'DNA oxidative demethylase AlkB'],,,,,,,,,,,,
P05055, ['Polyribonucleotide nucleotidyltransferase', 'Polynucleotide phosphorylase', 'PNPase'],,,,,,,,,,,,
P05194, ['3-dehydroquinate dehydratase', '3-dehydroquinase', 'Type I DHQase', 'Type I dehydroquinase', 'DHQ1'],,,,,,,,,,
P05458, ['Protease 3', 'Pitrilysin', 'Protease III', 'Protease pi'],,,,,,,,,,,
P05523, ['Formamidopyrimidine-DNA glycosylase', 'Fapy-DNA glycosylase', 'DNA-(apurinic or apyrimidinic site) lyase MutM', 'AP lyase MutM'],,,,,,,,,,,
P05637," [""Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]""", 'Ap4A hydrolase'," ""Diadenosine 5'",5'''-P1,"P4-tetraphosphate pyrophosphohydrolase""", 'Diadenosine tetraphosphatase'],,,,,,,,,
P05704, ['Methyl-accepting chemotaxis protein III', 'MCP-III', 'Ribose and galactose chemoreceptor protein'],,,,,,,,,,,,
P05791, ['Dihydroxy-acid dehydratase', 'DAD'],,,,,,,,,,,,,
P05793, ['Ketol-acid reductoisomerase', 'NADP(+)', 'KARI', 'Acetohydroxy-acid isomeroreductase', 'AHIR', 'Alpha-keto-beta-hydroxylacyl reductoisomerase', 'Ketol-acid reductoisomerase type 2', 'Ketol-acid reductoisomerase type II'],,,,,,,
P05804, ['Beta-glucuronidase', 'GUS', 'Beta-D-glucuronoside glucuronosohydrolase', 'EcGUS', 'UID'],,,,,,,,,,
P05824, ['DNA repair protein RecN', 'Recombination protein N'],,,,,,,,,,,,,
P05825, ['Ferrienterobactin receptor', 'Enterobactin outer-membrane receptor'],,,,,,,,,,,,,
P05852, ['tRNA N6-adenosine threonylcarbamoyltransferase', 'N6-L-threonylcarbamoyladenine synthase', 't(6)A synthase', 't(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaD', 'tRNA threonylcarbamoyladenosine biosynthesis protein TsaD'],,,,,,,,,,
P06129, ['Vitamin B12 transporter BtuB', 'Cobalamin receptor', 'Outer membrane cobalamin translocator'],,,,,,,,,,,,
P06134, ['Bifunctional transcriptional activator/DNA repair enzyme Ada', 'Regulatory protein of adaptive response) [Includes: Methylphosphotriester-DNA--protein-cysteine S-methyltransferase (EC 2.1.1.n11', 'Methylphosphotriester-DNA methyltransferase); Methylated-DNA--protein-cysteine methyltransferase  (O6-methylguanine-DNA alkyltransferase)]'],,,,,,,,,,,,
P06136, ['Cell division protein FtsQ'],,,,,,,,,,,,,,
P06149, ['Quinone-dependent D-lactate dehydrogenase', '(R)-lactate:quinone 2-oxidoreductase', 'D-lactate dehydrogenase', 'D-LDH', 'Respiratory D-lactate dehydrogenase'],,,,,,,,,,
P06609, ['Vitamin B12 import system permease protein BtuC'],,,,,,,,,,,,,,
P06611, ['Vitamin B12 import ATP-binding protein BtuD', 'Vitamin B12-transporting ATPase'],,,,,,,,,,,,,
P06612, ['DNA topoisomerase 1', 'DNA topoisomerase I', 'Omega-protein', 'Relaxing enzyme', 'Swivelase', 'Untwisting enzyme'],,,,,,,,,
P06616, ['GTPase Era', 'ERA', 'GTP-binding protein Era'],,,,,,,,,,,,
P06709, ['Bifunctional ligase/repressor BirA', 'Biotin operon repressor', 'Biotin--[acetyl-CoA-carboxylase] ligase', 'Biotin--protein ligase', 'Biotin-[acetyl-CoA carboxylase] synthetase'],,,,,,,,,,
P06710, ['DNA polymerase III subunit tau', 'DNA polymerase III subunit gamma'],,,,,,,,,,,,,
P06715, ['Glutathione reductase', 'GR', 'GRase'],,,,,,,,,,,,
P06721, ['Cystathionine beta-lyase MetC', 'CBL', 'CL', 'Beta-cystathionase MetC', 'Cysteine desulfhydrase MetC', 'CD', 'Cysteine lyase MetC', 'Cysteine-S-conjugate beta-lyase MetC'],,,,,,,
P06722, ['DNA mismatch repair protein MutH', 'Methyl-directed mismatch repair protein'],,,,,,,,,,,,,
P06959, ['Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex', 'Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex', 'E2'],,,,,,,,,,,,
P06960, ['Ornithine carbamoyltransferase subunit F', 'OTCase-2'],,,,,,,,,,,,,
P06961, ['Multifunctional CCA protein [Includes: CCA-adding enzyme', 'CCA tRNA nucleotidyltransferase', 'tRNA CCA-pyrophosphorylase', 'tRNA adenylyl-/cytidylyl-transferase', 'tRNA nucleotidyltransferase'," ""tRNA-NT); 2'-nucleotidase ; 2'","3'-cyclic phosphodiesterase ; Phosphatase ]""]",,,,,,,,
P06968," [""Deoxyuridine 5'-triphosphate nucleotidohydrolase""", 'dUTPase', 'dUTP pyrophosphatase'],,,,,,,,,,,,
P06971, ['Ferrichrome outer membrane transporter/phage receptor', 'Ferric hydroxamate receptor', 'Ferric hydroxamate uptake', 'Ferrichrome-iron receptor'],,,,,,,,,,,
P06972, ['Iron(3+)-hydroxamate import system permease protein FhuB', 'Ferric hydroxamate uptake protein B', 'Ferrichrome transport system permease protein FhuB', 'Ferrichrome uptake protein FhuB', 'Iron(III)-hydroxamate import system permease protein FhuB'],,,,,,,,,,
P06974, ['Flagellar motor switch protein FliM'],,,,,,,,,,,,,,
P06983, ['Porphobilinogen deaminase', 'PBG', 'Hydroxymethylbilane synthase', 'HMBS', 'Pre-uroporphyrinogen synthase'],,,,,,,,,,
P06988, ['Histidinol dehydrogenase', 'HDH'],,,,,,,,,,,,,
P06992, ['Ribosomal RNA small subunit methyltransferase A', '16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase', '16S rRNA dimethyladenosine transferase', '16S rRNA dimethylase', 'High level kasugamycin resistance protein KsgA', 'Kasugamycin dimethyltransferase'," ""S-adenosylmethionine-6-N'"," N'-adenosyl(rRNA) dimethyltransferase""]",,,,,,,
P06993, ['HTH-type transcriptional regulator MalT', 'ATP-dependent transcriptional activator MalT'],,,,,,,,,,,,,
P06996, ['Outer membrane porin C', 'Outer membrane protein 1B', 'Outer membrane protein C', 'Porin OmpC'],,,,,,,,,,,
P06999, ['ATP-dependent 6-phosphofructokinase isozyme 2', 'ATP-PFK 2', 'Phosphofructokinase 2', '6-phosphofructokinase isozyme II', 'Phosphohexokinase 2'],,,,,,,,,,
P07001, ['NAD(P) transhydrogenase subunit alpha', 'Nicotinamide nucleotide transhydrogenase subunit alpha', 'Pyridine nucleotide transhydrogenase subunit alpha'],,,,,,,,,,,,
P07003, ['Pyruvate dehydrogenase [ubiquinone]', 'Pyruvate oxidase', 'POX', 'Pyruvate:ubiquinone-8 oxidoreductase'],,,,,,,,,,,
P07004, ['Gamma-glutamyl phosphate reductase', 'GPR', 'Glutamate-5-semialdehyde dehydrogenase', 'Glutamyl-gamma-semialdehyde dehydrogenase', 'GSA dehydrogenase'],,,,,,,,,,
P07012, ['Peptide chain release factor RF2', 'RF-2'],,,,,,,,,,,,,
P07013, ['Primosomal replication protein N'],,,,,,,,,,,,,,
P07014, ['Succinate dehydrogenase iron-sulfur subunit'],,,,,,,,,,,,,,
P07017, ['Methyl-accepting chemotaxis protein II', 'MCP-II', 'Aspartate chemoreceptor protein'],,,,,,,,,,,,
P07024, ['Protein UshA [Includes: UDP-sugar hydrolase', 'UDP-sugar diphosphatase'," ""UDP-sugar pyrophosphatase); 5'-nucleotidase (5'-NT) ]""]",,,,,,,,,,,,
P07102, ['Phytase AppA', '6-phytase', 'Histidine acid phosphatase phytase', 'HAP phytase', 'Myo-inositol hexakisphosphate phosphohydrolase', 'Phosphoanhydride phosphatase', 'pH 2.5 acid phosphatase', 'Acid phosphatase'],,,,,,,
P07117, ['Sodium/proline symporter', 'Proline carrier', 'Proline permease', 'Propionate transporter'],,,,,,,,,,,
P07118, ['Valine--tRNA ligase', 'Valyl-tRNA synthetase', 'ValRS'],,,,,,,,,,,,
P07330, ['Protein-glutamate methylesterase/protein-glutamine glutaminase', 'Chemotaxis response regulator protein-glutamate methylesterase/glutamine deamidase', 'Methyl-accepting chemotaxis proteins-specific methylesterase/deamidase', 'MCP-specific methylesterase/deamidase'],,,,,,,,,,,
P07363, ['Chemotaxis protein CheA'],,,,,,,,,,,,,,
P07395, ['Phenylalanine--tRNA ligase beta subunit', 'Phenylalanyl-tRNA synthetase beta subunit', 'PheRS'],,,,,,,,,,,,
P07464, ['Galactoside O-acetyltransferase', 'GAT', 'Acetyl-CoA:galactoside 6-O-acetyltransferase', 'Thiogalactoside acetyltransferase', 'Thiogalactoside transacetylase'],,,,,,,,,,
P07604, ['HTH-type transcriptional regulatory protein TyrR'],,,,,,,,,,,,,,
P07623, ['Homoserine O-succinyltransferase', 'HST', 'Homoserine transsuccinylase', 'HTS'],,,,,,,,,,,
P07639, ['3-dehydroquinate synthase', 'DHQS'],,,,,,,,,,,,,
P07648, ['RecBCD enzyme subunit RecC', 'Exodeoxyribonuclease V 125 kDa polypeptide', 'Exodeoxyribonuclease V gamma chain', 'Exonuclease V subunit RecC', 'ExoV subunit RecC'],,,,,,,,,,
P07649, ['tRNA pseudouridine synthase A', 'tRNA pseudouridine(38-40) synthase', 'tRNA pseudouridylate synthase I', 'PSU-I', 'tRNA-uridine isomerase I'],,,,,,,,,,
P07658, ['Formate dehydrogenase H', 'Formate dehydrogenase-H subunit alpha', 'FDH-H', 'Formate-hydrogen-lyase-linked, selenocysteine-containing polypeptide'],,,,,,,,,,
P07821, ['Iron(3+)-hydroxamate import ATP-binding protein FhuC', 'Ferric hydroxamate uptake protein C', 'Ferrichrome transport ATP-binding protein FhuC', 'Iron(III)-hydroxamate import ATP-binding protein FhuC'],,,,,,,,,,,
P07822, ['Iron(3+)-hydroxamate-binding protein FhuD', 'Ferric hydroxamate uptake protein D', 'Ferrichrome-binding periplasmic protein', 'Iron(III)-hydroxamate-binding protein FhuD'],,,,,,,,,,,
P07862, ['D-alanine--D-alanine ligase B', 'D-Ala-D-Ala ligase B', 'D-alanylalanine synthetase B'],,,,,,,,,,,,
P07913, ['L-threonine 3-dehydrogenase', 'TDH', 'L-threonine dehydrogenase'],,,,,,,,,,,,
P08142, ['Acetolactate synthase isozyme 1 large subunit', 'AHAS-I', 'Acetohydroxy-acid synthase I large subunit', 'ALS-I'],,,,,,,,,,,
P08179, ['Phosphoribosylglycinamide formyltransferase'," ""5'-phosphoribosylglycinamide transformylase""", 'GAR transformylase', 'GART'],,,,,,,,,,,
P08191, ['Type 1 fimbrin D-mannose specific adhesin', 'Protein FimH'],,,,,,,,,,,,,
P08192, ['Dihydrofolate synthase/folylpolyglutamate synthase', 'DHFS / FPGS', 'Folylpoly-gamma-glutamate synthetase-dihydrofolate synthetase', 'Folylpolyglutamate synthetase', 'Tetrahydrofolylpolyglutamate synthase'],,,,,,,,,,
P08200, ['Isocitrate dehydrogenase [NADP]', 'IDH', 'IDP', 'NADP(+)-specific ICDH', 'Oxalosuccinate decarboxylase'],,,,,,,,,,
P08201, ['Nitrite reductase', 'NADH) large subunit'],,,,,,,,,,,,,
P08203, ['L-ribulose-5-phosphate 4-epimerase AraD', 'Phosphoribulose isomerase'],,,,,,,,,,,,,
P08244," [""Orotidine 5'-phosphate decarboxylase""", 'OMP decarboxylase', 'OMPDCase', 'OMPdecase'],,,,,,,,,,,
P08312, ['Phenylalanine--tRNA ligase alpha subunit', 'Phenylalanyl-tRNA synthetase alpha subunit', 'PheRS'],,,,,,,,,,,,
P08337, ['8-oxo-dGTP diphosphatase', '8-oxo-dGTPase', '7,8-dihydro-8-oxoguanine-triphosphatase', 'Mutator protein MutT', 'dGTP pyrophosphohydrolase'],,,,,,,,,
P08373, ['UDP-N-acetylenolpyruvoylglucosamine reductase', 'UDP-N-acetylmuramate dehydrogenase'],,,,,,,,,,,,,
P08394, ['RecBCD enzyme subunit RecB', 'Exodeoxyribonuclease V 135 kDa polypeptide', 'Exodeoxyribonuclease V beta chain', 'Exonuclease V subunit RecB', 'ExoV subunit RecB', 'Helicase/nuclease RecBCD subunit RecB'],,,,,,,,,
P08395, ['Protease 4', 'Endopeptidase IV', 'Protease IV', 'Signal peptide peptidase'],,,,,,,,,,,
P08506, ['D-alanyl-D-alanine carboxypeptidase DacC', 'DD-carboxypeptidase', 'DD-peptidase', 'Penicillin-binding protein 6', 'PBP-6'],,,,,,,,,,
P08622, ['Chaperone protein DnaJ', 'HSP40', 'Heat shock protein J'],,,,,,,,,,,,
P08660, ['Lysine-sensitive aspartokinase 3', 'Aspartate kinase III', 'AKIII', 'Lysine-sensitive aspartokinase III'],,,,,,,,,,,
P08839, ['Phosphoenolpyruvate-protein phosphotransferase', 'Phosphotransferase system, enzyme I'],,,,,,,,,,,,
P08956, ['Type I restriction enzyme EcoKI endonuclease subunit', 'EcoKI', 'R protein'],,,,,,,,,,,,
P09029, ['N5-carboxyaminoimidazole ribonucleotide synthase', 'N5-CAIR synthase', '5-(carboxyamino)imidazole ribonucleotide synthetase'],,,,,,,,,,,,
P09030, ['Exodeoxyribonuclease III', 'EXO III', 'Exonuclease III', 'AP endonuclease VI'],,,,,,,,,,,
P09099, ['Xylulose kinase', 'XK', 'Xylulokinase', '1-deoxy-D-xylulokinase'],,,,,,,,,,,
P09147, ['UDP-glucose 4-epimerase', 'Galactowaldenase', 'UDP-galactose 4-epimerase'],,,,,,,,,,,,
P09148, ['Galactose-1-phosphate uridylyltransferase', 'Gal-1-P uridylyltransferase', 'UDP-glucose--hexose-1-phosphate uridylyltransferase'],,,,,,,,,,,,
P09152, ['Respiratory nitrate reductase 1 alpha chain', 'Nitrate reductase A subunit alpha', 'Quinol-nitrate oxidoreductase subunit alpha'],,,,,,,,,,,,
P09158, ['Polyamine aminopropyltransferase', 'Cadaverine aminopropyltransferase', 'Putrescine aminopropyltransferase', 'PAPT', 'Spermidine aminopropyltransferase', 'Spermidine synthase', 'SPDS', 'SPDSY', 'Spermine synthase', 'Thermospermine synthase'],,,,,
P09169, ['Protease 7', 'Omptin', 'Outer membrane protein 3B', 'Protease A', 'Protease VII'],,,,,,,,,,
P09323, ['PTS system N-acetylglucosamine-specific EIICBA component', 'EIICBA-Nag', 'EII-Nag) [Includes: N-acetylglucosamine permease IIC component (PTS system N-acetylglucosamine-specific EIIC component); N-acetylglucosamine-specific phosphotransferase enzyme IIB component  (PTS system N-acetylglucosamine-specific EIIB component); N-acetylglucosamine-specific phosphotransferase enzyme IIA component (PTS system N-acetylglucosamine-specific EIIA component)]'],,,,,,,,,,,,
P09348, ['Motility protein A', 'Chemotaxis protein MotA'],,,,,,,,,,,,,
P09372, ['Protein GrpE', 'HSP-70 cofactor', 'HSP24', 'Heat shock protein B25.3'],,,,,,,,,,,
P09373, ['Formate acetyltransferase 1', 'Pyruvate formate-lyase 1'],,,,,,,,,,,,,
P09377, ['HTH-type transcriptional activator RhaS', 'L-rhamnose operon regulatory protein RhaS'],,,,,,,,,,,,,
P09391, ['Rhomboid protease GlpG', 'Intramembrane serine protease'],,,,,,,,,,,,,
P09394, ['Glycerophosphodiester phosphodiesterase, periplasmic', 'Glycerophosphoryl diester phosphodiesterase, periplasmic'],,,,,,,,,,,
P09546, ['Bifunctional protein PutA [Includes: Proline dehydrogenase', 'Proline oxidase); Delta-1-pyrroline-5-carboxylate dehydrogenase (P5C dehydrogenase', 'L-glutamate gamma-semialdehyde dehydrogenase)]'],,,,,,,,,,,,
P09831, ['Glutamate synthase [NADPH] large chain', 'Glutamate synthase subunit alpha', 'GLTS alpha chain', 'NADPH-GOGAT'],,,,,,,,,,,
P09832, ['Glutamate synthase [NADPH] small chain', 'Glutamate synthase subunit beta', 'GLTS beta chain', 'NADPH-GOGAT'],,,,,,,,,,,
P09835, ['Signal transduction histidine-protein kinase/phosphatase UhpB'],,,,,,,,,,,,,,
P09980, ['ATP-dependent DNA helicase Rep'," ""DNA 3'-5' helicase Rep""]",,,,,,,,,,,,,
P0A698, ['UvrABC system protein A', 'UvrA protein', 'Excinuclease ABC subunit A'],,,,,,,,,,,,
P0A6A0, ['Probable protein kinase UbiB', 'EC 2.7.-.-', 'Ubiquinone biosynthesis protein UbiB'],,,,,,,,,,,,
P0A6A3, ['Acetate kinase', 'Acetokinase'],,,,,,,,,,,,,
P0A6A8, ['Acyl carrier protein', 'ACP', 'Cytosolic-activating factor', 'CAF', 'Fatty acid synthase acyl carrier protein'],,,,,,,,,,
P0A6B4, ['Alanine racemase, biosynthetic'],,,,,,,,,,,,,
P0A6B7, ['Cysteine desulfurase IscS', 'NifS protein homolog', 'ThiI transpersulfidase', 'TusA transpersulfidase'],,,,,,,,,,,
P0A6C1, ['Endonuclease 4', 'Endodeoxyribonuclease IV', 'Endonuclease IV'],,,,,,,,,,,,
P0A6C8, ['Acetylglutamate kinase', 'N-acetyl-L-glutamate 5-phosphotransferase', 'NAG kinase', 'NAGK'],,,,,,,,,,,
P0A6D0, ['Arginine repressor'],,,,,,,,,,,,,,
P0A6D3, ['3-phosphoshikimate 1-carboxyvinyltransferase', '5-enolpyruvylshikimate-3-phosphate synthase', 'EPSP synthase', 'EPSPS'],,,,,,,,,,,
P0A6D5, ['Quinate/shikimate dehydrogenase', 'NAD-dependent shikimate 5-dehydrogenase'],,,,,,,,,,,,,
P0A6D7, ['Shikimate kinase 1', 'SK 1', 'Shikimate kinase I', 'SKI'],,,,,,,,,,,
P0A6E1, ['Shikimate kinase 2', 'SK 2', 'Shikimate kinase II', 'SKII'],,,,,,,,,,,
P0A6E4, ['Argininosuccinate synthase', 'Citrulline--aspartate ligase'],,,,,,,,,,,,,
